,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
1197646,19071384,2020-03-09,t,59.0,59.0,3.0,30.0,Vila do Conde,VILA DO CONDE,41.36402,-8.74662,4,1.0,2.0,2.0,100.0,5.0,10.0,2.0,4.07753744390572
1197998,18855778,2020-03-09,t,92.0,92.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16418,-8.6169,10,3.0,4.0,9.0,100.0,30.0,15.0,6.0,4.5217885770490405
1198357,19073354,2020-03-09,f,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14813,-8.61488,2,1.0,0.0,1.0,0.0,25.0,0.0,1.0,3.912023005428146
1198712,18949343,2020-03-09,t,15.0,15.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14965,-8.61212,3,1.0,1.0,3.0,0.0,0.0,13.0,1.0,2.70805020110221
1199067,18866673,2020-03-09,t,42.0,38.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1456,-8.61423,5,1.0,1.0,3.0,100.0,25.0,15.0,2.0,3.737669618283368
1199431,19076192,2020-03-09,f,52.0,52.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14304,-8.6096,4,1.0,1.0,1.0,0.0,20.0,10.0,2.0,3.951243718581428
1199785,18951285,2020-03-09,f,46.0,46.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.149,-8.60386,2,1.0,1.0,1.0,200.0,18.0,10.0,2.0,3.828641396489095
1199891,19158211,2020-03-09,t,27.0,27.0,2.0,1125.0,Bonfim,PORTO,41.14839,-8.59779,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,3.295836866004329
1200245,19076283,2020-03-09,f,48.0,48.0,2.0,1125.0,Bonfim,PORTO,41.15189,-8.60234,4,1.0,1.0,1.0,0.0,20.0,12.0,2.0,3.871201010907891
1200604,18960795,2020-03-09,t,65.0,65.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14291,-8.62107,4,1.0,1.0,2.0,100.0,25.0,0.0,2.0,4.174387269895637
1200936,19078872,2020-03-09,t,86.0,86.0,2.0,90.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13446,-8.61044,6,2.0,3.0,5.0,200.0,24.0,9.0,5.0,4.454347296253507
1201266,19158524,2020-03-09,t,27.0,27.0,2.0,1125.0,Bonfim,PORTO,41.14839,-8.59779,2,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.295836866004329
1201618,19160496,2020-03-09,f,39.0,39.0,1.0,7.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.19964,-8.70197,2,1.0,1.0,1.0,0.0,19.0,0.0,2.0,3.6635616461296463
1201981,18969514,2020-03-09,f,19.0,19.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15751,-8.60781,1,1.0,1.0,1.0,0.0,9.0,0.0,1.0,2.9444389791664403
1202346,19082047,2020-03-09,t,45.0,45.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14446,-8.6133,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.80666248977032
1202704,19161819,2020-03-09,t,70.0,70.0,2.0,1125.0,Bonfim,PORTO,41.14648,-8.60046,6,1.0,2.0,2.0,0.0,0.0,15.0,4.0,4.248495242049359
1203060,18969709,2020-03-09,f,21.0,21.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15752,-8.60979,2,1.0,1.0,1.0,0.0,9.0,0.0,1.0,3.044522437723423
1203425,18970570,2020-03-09,t,115.0,115.0,2.0,30.0,Mansores,AROUCA,40.92797,-8.36778,6,1.0,3.0,3.0,0.0,25.0,0.0,1.0,4.74493212836325
1203776,19169205,2020-03-09,f,32.0,32.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14743,-8.60223,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.4657359027997265
1203821,19083038,2020-03-09,t,67.0,67.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14489,-8.61151,4,1.0,2.0,4.0,0.0,0.0,0.0,1.0,4.204692619390966
1204044,18974173,2020-03-09,f,52.0,52.0,2.0,28.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15874,-8.60623,4,1.0,1.0,3.0,0.0,22.0,5.0,2.0,3.951243718581428
1204401,19083330,2020-03-09,t,67.0,67.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14431,-8.61339,4,1.0,2.0,4.0,0.0,15.0,0.0,1.0,4.204692619390966
1204763,19169601,2020-03-09,t,45.0,45.0,2.0,1125.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.125,-8.60306,6,1.0,1.0,3.0,0.0,0.0,9.0,2.0,3.80666248977032
1205116,18975075,2020-03-09,f,25.0,25.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15144,-8.61945,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.218875824868201
1205469,19170032,2020-03-09,f,34.0,34.0,2.0,31.0,Bonfim,PORTO,41.14675,-8.60038,3,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.5263605246161616
1205514,19083583,2020-03-09,t,70.0,70.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14546,-8.61307,4,1.0,2.0,4.0,0.0,0.0,0.0,1.0,4.248495242049359
1205872,18976991,2020-03-09,f,32.0,32.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15375,-8.62253,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.4657359027997265
1206226,19170546,2020-03-09,t,32.0,32.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14893,-8.60315,4,1.0,1.0,4.0,0.0,15.0,10.0,2.0,3.4657359027997265
1206584,19084329,2020-03-09,f,60.0,60.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15133,-8.60842,4,1.0,1.0,2.0,0.0,15.0,5.0,2.0,4.0943445622221
1206941,19172056,2020-03-09,t,69.0,69.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14679,-8.60575,4,1.0,2.0,4.0,100.0,20.0,0.0,4.0,4.23410650459726
1207297,18978002,2020-03-09,t,18.0,18.0,1.0,15.0,Bonfim,PORTO,41.15151,-8.60046,5,1.0,1.0,5.0,0.0,0.0,12.0,2.0,2.8903717578961645
1207649,19173148,2020-03-09,f,110.0,110.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18156,-8.69253,5,1.0,2.0,3.0,0.0,20.0,5.0,4.0,4.700480365792417
1208007,19085305,2020-03-09,t,32.0,32.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14681,-8.614,2,1.0,1.0,1.0,0.0,30.0,0.0,1.0,3.4657359027997265
1208372,18983819,2020-03-09,t,41.0,41.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14133,-8.60681,2,1.0,1.0,1.0,90.0,15.0,0.0,1.0,3.713572066704308
1208728,19085509,2020-03-09,f,32.0,32.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14609,-8.61399,2,1.0,1.0,1.0,0.0,30.0,0.0,1.0,3.4657359027997265
1209092,19173256,2020-03-09,f,100.0,100.0,5.0,15.0,Bonfim,PORTO,41.15277,-8.60355,6,1.0,3.0,5.0,0.0,0.0,0.0,1.0,4.605170185988092
1209451,18985070,2020-03-09,f,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14131,-8.6047,4,1.0,1.0,1.0,0.0,0.0,40.0,2.0,3.4011973816621555
1209807,19174215,2020-03-09,t,27.0,27.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13652,-8.61108,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.295836866004329
1210160,19085702,2020-03-09,f,48.0,48.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15031,-8.60273,5,1.0,2.0,3.0,0.0,10.0,8.0,3.0,3.871201010907891
1210517,18987490,2020-03-09,t,30.0,30.0,3.0,35.0,São Mamede de Infesta e Senhora da Hora,MATOSINHOS,41.18716,-8.60327,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4011973816621555
1210866,19090386,2020-03-09,f,150.0,150.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14711,-8.60904,6,1.0,4.0,4.0,0.0,0.0,0.0,1.0,5.010635294096256
1211221,19175055,2020-03-09,f,35.0,35.0,2.0,14.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13652,-8.61108,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.555348061489413
1211574,18991611,2020-03-09,t,40.0,40.0,1.0,1125.0,Bonfim,PORTO,41.14147,-8.60231,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.688879454113936
1211927,18992328,2020-03-09,t,12.0,12.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15951,-8.60915,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.4849066497880004
1212289,19175267,2020-03-09,t,60.0,60.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14512,-8.60245,2,1.0,1.0,2.0,150.0,0.0,0.0,1.0,4.0943445622221
1212594,19094474,2020-03-09,f,62.0,62.0,3.0,100.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15274,-8.61305,4,1.0,1.0,1.0,0.0,0.0,10.0,2.0,4.127134385045092
1212950,19175443,2020-03-09,f,32.0,32.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13652,-8.61108,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4657359027997265
1213303,18992546,2020-03-09,t,12.0,12.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15798,-8.61008,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.4849066497880004
1213658,19095128,2020-03-09,t,92.0,92.0,2.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14256,-8.61438,3,1.0,1.0,2.0,0.0,0.0,30.0,2.0,4.5217885770490405
1213882,19176107,2020-03-09,t,75.0,75.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15035,-8.60843,4,1.0,2.0,2.0,150.0,30.0,20.0,2.0,4.31748811353631
1214238,19095493,2020-03-09,f,70.0,70.0,2.0,90.0,Paranhos,PORTO,41.17505,-8.60834,6,2.0,2.0,3.0,0.0,0.0,19.0,4.0,4.248495242049359
1214590,18996919,2020-03-09,f,40.0,40.0,2.0,20.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15626,-8.61955,2,1.0,1.0,1.0,200.0,0.0,15.0,2.0,3.688879454113936
1214669,19177879,2020-03-09,t,23.0,23.0,1.0,1125.0,Bonfim,PORTO,41.14476,-8.59712,2,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.1354942159291497
1214860,19179230,2020-03-09,f,52.0,52.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15498,-8.61286,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.951243718581428
1215214,19097422,2020-03-09,f,55.0,55.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14435,-8.60906,4,1.0,1.0,1.0,0.0,25.0,20.0,2.0,4.007333185232471
1215576,18997126,2020-03-09,t,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15699,-8.61403,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.688879454113936
1215933,19179441,2020-03-09,f,63.0,63.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1541,-8.61137,6,1.0,2.0,5.0,0.0,0.0,0.0,1.0,4.143134726391533
1216288,19097761,2020-03-09,f,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14557,-8.61287,2,1.0,1.0,1.0,0.0,30.0,0.0,1.0,3.4011973816621555
1216644,19002631,2020-03-09,t,39.0,39.0,1.0,1125.0,São João da Madeira,SÃO JOÃO DA MADEIRA,40.90028,-8.49346,2,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.6635616461296463
1216996,19002817,2020-03-09,t,39.0,39.0,1.0,1125.0,São João da Madeira,SÃO JOÃO DA MADEIRA,40.89976,-8.49285,2,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.6635616461296463
1217349,19003071,2020-03-09,t,80.0,80.0,3.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15321,-8.60982,6,3.0,2.0,3.0,100.0,20.0,10.0,4.0,4.382026634673881
1217708,19099374,2020-03-09,t,75.0,75.0,3.0,90.0,Ermesinde,VALONGO,41.20918,-8.56177,7,2.0,3.0,3.0,150.0,22.0,9.0,5.0,4.31748811353631
1218058,19006220,2020-03-09,f,61.0,61.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14797,-8.60474,6,1.0,2.0,2.0,0.0,20.0,10.0,2.0,4.110873864173311
1218418,19179598,2020-03-09,f,42.0,42.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15461,-8.61089,2,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.737669618283368
1218772,19006713,2020-03-09,t,30.0,30.0,3.0,50.0,Paranhos,PORTO,41.18476,-8.60475,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4011973816621555
1219126,19099435,2020-03-09,f,30.0,30.0,1.0,1125.0,Pedroso e Seixezelo,VILA NOVA DE GAIA,41.05874,-8.5665,3,1.0,1.0,2.0,0.0,10.0,15.0,1.0,3.4011973816621555
1219476,19099440,2020-03-09,t,47.0,47.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15184,-8.60674,4,1.0,1.0,1.0,0.0,40.0,10.0,2.0,3.8501476017100575
1219833,19013622,2020-03-09,f,40.0,40.0,3.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18101,-8.6915,4,1.0,1.0,1.0,0.0,15.0,6.0,2.0,3.688879454113936
1220184,19179955,2020-03-09,f,58.0,58.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15308,-8.61138,6,1.0,2.0,5.0,0.0,0.0,0.0,1.0,4.060443010546419
1220540,19015944,2020-03-09,f,125.0,125.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15033,-8.60247,6,3.0,2.0,4.0,0.0,0.0,0.0,1.0,4.8283137373023015
1220898,19101378,2020-03-09,f,149.0,149.0,1.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15739,-8.63144,6,1.0,2.0,4.0,0.0,0.0,0.0,1.0,5.003946305945459
1221254,19180111,2020-03-09,t,42.0,42.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15503,-8.61223,2,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.737669618283368
1221608,19016312,2020-03-09,f,42.0,42.0,2.0,31.0,Bonfim,PORTO,41.14979,-8.59675,2,1.0,0.0,1.0,0.0,10.0,0.0,1.0,3.737669618283368
1221916,19102425,2020-03-09,t,40.0,40.0,2.0,1125.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.11834,-8.60798,3,1.0,1.0,1.0,120.0,18.0,19.0,2.0,3.688879454113936
1222274,19180261,2020-03-09,t,58.0,58.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15408,-8.61304,6,1.0,2.0,5.0,0.0,0.0,0.0,1.0,4.060443010546419
1222629,19016556,2020-03-09,t,42.0,42.0,2.0,31.0,Bonfim,PORTO,41.14932,-8.5962,4,1.0,1.0,1.0,0.0,12.0,5.0,2.0,3.737669618283368
1222935,19104765,2020-03-09,t,130.0,130.0,2.0,1125.0,Vila do Conde,VILA DO CONDE,41.35033,-8.75243,5,2.0,2.0,2.0,0.0,25.0,0.0,1.0,4.867534450455582
1223286,19180713,2020-03-09,t,88.0,88.0,2.0,1125.0,Vila do Conde,VILA DO CONDE,41.34501,-8.75062,10,2.0,4.0,5.0,0.0,35.0,12.0,4.0,4.477336814478207
1223637,19016557,2020-03-09,f,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15228,-8.61367,2,1.0,0.0,1.0,0.0,20.0,0.0,1.0,3.688879454113936
1223992,19110065,2020-03-09,f,119.0,119.0,2.0,1125.0,Bonfim,PORTO,41.14637,-8.60026,4,1.0,2.0,4.0,150.0,25.0,20.0,3.0,4.77912349311153
1224329,19187007,2020-03-09,f,30.0,30.0,2.0,1125.0,"Perafita, Lavra e Santa Cruz do Bispo",MATOSINHOS,41.25824,-8.71735,2,1.0,1.0,1.0,0.0,12.0,10.0,1.0,3.4011973816621555
1224688,19017765,2020-03-09,f,40.0,40.0,3.0,30.0,Bonfim,PORTO,41.15392,-8.5992,2,1.0,1.0,1.0,0.0,15.0,12.0,2.0,3.688879454113936
1225050,19112095,2020-03-09,f,88.0,88.0,3.0,29.0,Canidelo,VILA NOVA DE GAIA,41.12741,-8.66647,4,3.0,2.0,2.0,250.0,0.0,10.0,4.0,4.477336814478207
1225401,19187896,2020-03-09,f,39.0,39.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15369,-8.60678,4,1.0,1.0,1.0,0.0,17.0,15.0,2.0,3.6635616461296463
1225766,19018574,2020-03-09,f,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15096,-8.61897,5,1.0,2.0,2.0,0.0,30.0,15.0,4.0,3.80666248977032
1226118,19188276,2020-03-09,f,80.0,80.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15187,-8.61096,4,1.0,1.0,1.0,0.0,35.0,10.0,2.0,4.382026634673881
1226474,19112992,2020-03-09,f,28.0,28.0,2.0,14.0,Vilar de Andorinho,VILA NOVA DE GAIA,41.09814,-8.58945,4,1.0,2.0,2.0,0.0,15.0,12.0,2.0,3.332204510175204
1226647,19027356,2020-03-09,f,174.0,174.0,7.0,30.0,Vila do Conde,VILA DO CONDE,41.343,-8.74758,10,3.0,5.0,6.0,0.0,69.0,0.0,1.0,5.159055299214529
1226953,19113128,2020-03-09,f,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14211,-8.6137,3,1.0,1.0,2.0,0.0,25.0,15.0,2.0,3.688879454113936
1227310,19194225,2020-03-09,t,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15003,-8.61665,6,1.0,2.0,2.0,0.0,30.0,5.0,1.0,3.80666248977032
1227670,19113165,2020-03-09,t,108.0,108.0,2.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.16148,-8.67964,6,2.0,3.0,5.0,150.0,40.0,25.0,4.0,4.68213122712422
1228001,19196986,2020-03-09,t,60.0,60.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14634,-8.61835,2,1.0,0.0,1.0,0.0,20.0,0.0,1.0,4.0943445622221
1228357,19029043,2020-03-09,t,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1459,-8.60232,4,1.0,1.0,1.0,1000.0,30.0,5.0,2.0,3.688879454113936
1228714,19113692,2020-03-09,f,50.0,50.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14141,-8.61703,4,1.0,3.0,3.0,0.0,0.0,10.0,1.0,3.912023005428146
1229066,19200994,2020-03-09,t,75.0,75.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14797,-8.61625,4,1.0,1.0,2.0,0.0,25.0,10.0,2.0,4.31748811353631
1229403,19114024,2020-03-09,t,84.0,84.0,2.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.16148,-8.67964,4,2.0,2.0,3.0,150.0,30.0,25.0,2.0,4.430816798843313
1229729,19029244,2020-03-09,t,12.0,12.0,7.0,1125.0,Paranhos,PORTO,41.17593,-8.59586,1,1.0,1.0,1.0,100.0,20.0,5.0,1.0,2.4849066497880004
1230080,19207015,2020-03-09,f,59.0,59.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14399,-8.60495,4,1.0,1.0,2.0,0.0,15.0,10.0,1.0,4.07753744390572
1230433,19115679,2020-03-09,t,57.0,57.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15382,-8.61235,2,1.0,0.0,1.0,300.0,25.0,0.0,1.0,4.04305126783455
1230792,19032893,2020-03-09,f,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15592,-8.61645,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.688879454113936
1231151,19116130,2020-03-09,t,38.0,38.0,2.0,1125.0,Ramalde,PORTO,41.16529,-8.63486,2,1.0,1.0,2.0,0.0,0.0,10.0,1.0,3.6375861597263857
1231503,19207126,2020-03-09,t,32.0,32.0,1.0,1125.0,Bonfim,PORTO,41.15457,-8.59873,3,1.0,1.0,2.0,0.0,15.0,10.0,2.0,3.4657359027997265
1231832,19216024,2020-03-09,t,115.0,115.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14611,-8.61181,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.74493212836325
1232188,19035698,2020-03-09,t,35.0,35.0,1.0,31.0,Bonfim,PORTO,41.14823,-8.60175,4,1.0,1.0,1.0,100.0,20.0,10.0,2.0,3.555348061489413
1232546,19119146,2020-03-09,f,47.0,47.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14351,-8.61444,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.8501476017100575
1232904,19216687,2020-03-09,f,45.0,45.0,4.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15879,-8.61371,4,1.0,1.0,2.0,0.0,40.0,5.0,2.0,3.80666248977032
1233258,19035968,2020-03-09,f,35.0,35.0,2.0,852.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15187,-8.61916,4,1.0,1.0,2.0,0.0,25.0,10.0,2.0,3.555348061489413
1233611,19120292,2020-03-09,t,40.0,40.0,2.0,1125.0,Cidade da Maia,MAIA,41.2308,-8.63023,4,1.0,1.0,2.0,0.0,20.0,15.0,2.0,3.688879454113936
1233963,19225728,2020-03-09,t,110.0,110.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15822,-8.62015,12,1.0,4.0,10.0,150.0,30.0,12.0,6.0,4.700480365792417
1234315,19120568,2020-03-09,t,17.0,17.0,2.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.16191,-8.65596,4,3.0,1.0,4.0,0.0,10.0,14.0,2.0,2.833213344056216
1234360,19036036,2020-03-09,f,40.0,40.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15323,-8.62623,4,1.0,1.0,2.0,0.0,17.0,10.0,2.0,3.688879454113936
1234583,19226107,2020-03-09,f,49.0,49.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1537,-8.60951,4,1.0,0.0,2.0,0.0,15.0,5.0,2.0,3.8918202981106265
1234944,19125552,2020-03-09,f,80.0,80.0,3.0,120.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14794,-8.60229,6,2.0,3.0,3.0,250.0,50.0,10.0,2.0,4.382026634673881
1235302,19036304,2020-03-09,t,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15269,-8.61152,4,1.0,1.0,3.0,0.0,25.0,20.0,2.0,3.80666248977032
1235369,19226195,2020-03-09,t,190.0,190.0,3.0,30.0,Lordelo do Ouro e Massarelos,PORTO,41.14862,-8.63442,4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.247024072160486
1235731,19131944,2020-03-09,t,43.0,43.0,2.0,180.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14496,-8.60979,4,1.0,1.0,2.0,150.0,20.0,15.0,2.0,3.7612001156935615
1236033,19037045,2020-03-09,f,60.0,60.0,2.0,90.0,Paranhos,PORTO,41.18382,-8.60968,3,1.0,1.0,2.0,0.0,40.0,15.0,2.0,4.0943445622221
1236385,19227092,2020-03-09,t,100.0,100.0,1.0,1125.0,Aguçadoura e Navais,PÓVOA DE VARZIM,41.42829,-8.78232,5,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.605170185988092
1236735,19233763,2020-03-09,f,80.0,80.0,2.0,30.0,Bonfim,PORTO,41.16071,-8.60376,6,1.0,2.0,3.0,100.0,0.0,10.0,5.0,4.382026634673881
1237088,19133820,2020-03-09,f,39.0,39.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15055,-8.61898,2,1.0,0.0,1.0,0.0,25.0,0.0,1.0,3.6635616461296463
1237440,19134196,2020-03-09,f,65.0,65.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15237,-8.61865,4,1.0,0.0,2.0,100.0,20.0,15.0,2.0,4.174387269895637
